date,item_name,category,unit,price,is_anomaly
2025-11-17,Cauliflower,Vegetables,kg,132.0,False
2025-11-24,Cauliflower,Vegetables,kg,137.0,False
2025-12-01,Cauliflower,Vegetables,kg,129.0,False
2025-12-08,Cauliflower,Vegetables,kg,133.0,False
2025-12-15,Cauliflower,Vegetables,kg,134.0,False
2025-12-22,Cauliflower,Vegetables,kg,150.0,False
2025-12-29,Cauliflower,Vegetables,kg,135.0,False
2026-01-05,Cauliflower,Vegetables,kg,165.0,False
2026-01-12,Cauliflower,Vegetables,kg,139.0,False
2026-01-19,Cauliflower,Vegetables,kg,134.0,False
2026-01-26,Cauliflower,Vegetables,kg,131.0,False
2026-02-02,Cauliflower,Vegetables,kg,135.0,False
2026-02-09,Cauliflower,Vegetables,kg,140.0,False
2026-02-16,Cauliflower,Vegetables,kg,147.0,False
2026-02-23,Cauliflower,Vegetables,kg,123.0,False
2026-03-02,Cauliflower,Vegetables,kg,140.0,False
2026-03-09,Cauliflower,Vegetables,kg,136.0,False
2026-03-16,Cauliflower,Vegetables,kg,134.0,False
2026-03-23,Cauliflower,Vegetables,kg,142.0,False
2026-03-30,Cauliflower,Vegetables,kg,127.0,False
2026-04-06,Cauliflower,Vegetables,kg,143.0,False
2026-04-13,Cauliflower,Vegetables,kg,131.0,False
2026-04-20,Cauliflower,Vegetables,kg,132.0,False
2026-04-27,Cauliflower,Vegetables,kg,131.0,False
2026-05-04,Cauliflower,Vegetables,kg,115.0,False
2026-05-11,Cauliflower,Vegetables,kg,120.0,False
2026-05-18,Cauliflower,Vegetables,kg,114.0,False
2026-05-25,Cauliflower,Vegetables,kg,114.0,False
2026-06-01,Cauliflower,Vegetables,kg,101.0,False
2026-06-08,Cauliflower,Vegetables,kg,113.0,False
2026-06-15,Cauliflower,Vegetables,kg,104.0,False
2026-06-22,Cauliflower,Vegetables,kg,111.0,False
2026-06-29,Cauliflower,Vegetables,kg,110.0,False
2026-07-06,Cauliflower,Vegetables,kg,106.0,False
2026-07-13,Cauliflower,Vegetables,kg,82.0,False
2026-07-20,Cauliflower,Vegetables,kg,103.0,False
2026-07-27,Cauliflower,Vegetables,kg,95.0,False
2026-08-03,Cauliflower,Vegetables,kg,107.0,False
2023-08-14,Chicken (Farm Gate Rate),Poultry & Meat,kg,279.0,False
2023-08-21,Chicken (Farm Gate Rate),Poultry & Meat,kg,318.0,False
2023-08-28,Chicken (Farm Gate Rate),Poultry & Meat,kg,289.0,False
2023-09-04,Chicken (Farm Gate Rate),Poultry & Meat,kg,341.0,False
2023-09-11,Chicken (Farm Gate Rate),Poultry & Meat,kg,346.0,False
2023-09-18,Chicken (Farm Gate Rate),Poultry & Meat,kg,297.0,False
2023-09-25,Chicken (Farm Gate Rate),Poultry & Meat,kg,317.0,False
2023-10-02,Chicken (Farm Gate Rate),Poultry & Meat,kg,337.0,False
2023-10-09,Chicken (Farm Gate Rate),Poultry & Meat,kg,293.0,False
2023-10-16,Chicken (Farm Gate Rate),Poultry & Meat,kg,295.0,False
2023-10-23,Chicken (Farm Gate Rate),Poultry & Meat,kg,314.0,False
2023-10-30,Chicken (Farm Gate Rate),Poultry & Meat,kg,349.0,False
2023-11-06,Chicken (Farm Gate Rate),Poultry & Meat,kg,303.0,False
2023-11-13,Chicken (Farm Gate Rate),Poultry & Meat,kg,329.0,False
2023-11-20,Chicken (Farm Gate Rate),Poultry & Meat,kg,281.0,False
2023-11-27,Chicken (Farm Gate Rate),Poultry & Meat,kg,508.0,True
2023-12-04,Chicken (Farm Gate Rate),Poultry & Meat,kg,775.0,True
2023-12-11,Chicken (Farm Gate Rate),Poultry & Meat,kg,831.0,True
2023-12-18,Chicken (Farm Gate Rate),Poultry & Meat,kg,755.0,True
2023-12-25,Chicken (Farm Gate Rate),Poultry & Meat,kg,343.0,True
2024-01-01,Chicken (Farm Gate Rate),Poultry & Meat,kg,387.0,False
2024-01-08,Chicken (Farm Gate Rate),Poultry & Meat,kg,372.0,False
2024-01-15,Chicken (Farm Gate Rate),Poultry & Meat,kg,324.0,False
2024-01-22,Chicken (Farm Gate Rate),Poultry & Meat,kg,421.0,False
2024-01-29,Chicken (Farm Gate Rate),Poultry & Meat,kg,379.0,False
2024-02-05,Chicken (Farm Gate Rate),Poultry & Meat,kg,400.0,False
2024-02-12,Chicken (Farm Gate Rate),Poultry & Meat,kg,392.0,False
2024-02-19,Chicken (Farm Gate Rate),Poultry & Meat,kg,413.0,False
2024-02-26,Chicken (Farm Gate Rate),Poultry & Meat,kg,391.0,False
2024-03-04,Chicken (Farm Gate Rate),Poultry & Meat,kg,430.0,False
2024-03-11,Chicken (Farm Gate Rate),Poultry & Meat,kg,464.0,False
2024-03-18,Chicken (Farm Gate Rate),Poultry & Meat,kg,491.0,False
2024-03-25,Chicken (Farm Gate Rate),Poultry & Meat,kg,430.0,False
2024-04-01,Chicken (Farm Gate Rate),Poultry & Meat,kg,432.0,False
2024-04-08,Chicken (Farm Gate Rate),Poultry & Meat,kg,441.0,False
2024-04-15,Chicken (Farm Gate Rate),Poultry & Meat,kg,414.0,False
2024-04-22,Chicken (Farm Gate Rate),Poultry & Meat,kg,453.0,False
2024-04-29,Chicken (Farm Gate Rate),Poultry & Meat,kg,514.0,False
2024-05-06,Chicken (Farm Gate Rate),Poultry & Meat,kg,456.0,False
2024-05-13,Chicken (Farm Gate Rate),Poultry & Meat,kg,478.0,False
2024-05-20,Chicken (Farm Gate Rate),Poultry & Meat,kg,425.0,False
2024-05-27,Chicken (Farm Gate Rate),Poultry & Meat,kg,468.0,False
2024-06-03,Chicken (Farm Gate Rate),Poultry & Meat,kg,472.0,False
2024-06-10,Chicken (Farm Gate Rate),Poultry & Meat,kg,456.0,False
2024-06-17,Chicken (Farm Gate Rate),Poultry & Meat,kg,430.0,False
2024-06-24,Chicken (Farm Gate Rate),Poultry & Meat,kg,431.0,False
2024-07-01,Chicken (Farm Gate Rate),Poultry & Meat,kg,394.0,False
2024-07-08,Chicken (Farm Gate Rate),Poultry & Meat,kg,491.0,False
2024-07-15,Chicken (Farm Gate Rate),Poultry & Meat,kg,440.0,False
2024-07-22,Chicken (Farm Gate Rate),Poultry & Meat,kg,429.0,False
2024-07-29,Chicken (Farm Gate Rate),Poultry & Meat,kg,370.0,False
2024-08-05,Chicken (Farm Gate Rate),Poultry & Meat,kg,336.0,False
2024-08-12,Chicken (Farm Gate Rate),Poultry & Meat,kg,369.0,False
2024-08-19,Chicken (Farm Gate Rate),Poultry & Meat,kg,599.0,True
2024-08-26,Chicken (Farm Gate Rate),Poultry & Meat,kg,672.0,True
2024-09-02,Chicken (Farm Gate Rate),Poultry & Meat,kg,803.0,True
2024-09-09,Chicken (Farm Gate Rate),Poultry & Meat,kg,1035.0,True
2024-09-16,Chicken (Farm Gate Rate),Poultry & Meat,kg,533.0,True
2024-09-23,Chicken (Farm Gate Rate),Poultry & Meat,kg,360.0,True
2024-09-30,Chicken (Farm Gate Rate),Poultry & Meat,kg,340.0,False
2024-10-07,Chicken (Farm Gate Rate),Poultry & Meat,kg,416.0,False
2024-10-14,Chicken (Farm Gate Rate),Poultry & Meat,kg,325.0,False
2024-10-21,Chicken (Farm Gate Rate),Poultry & Meat,kg,358.0,False
2024-10-28,Chicken (Farm Gate Rate),Poultry & Meat,kg,360.0,False
2024-11-04,Chicken (Farm Gate Rate),Poultry & Meat,kg,364.0,False
2024-11-11,Chicken (Farm Gate Rate),Poultry & Meat,kg,335.0,False
2024-11-18,Chicken (Farm Gate Rate),Poultry & Meat,kg,423.0,False
2024-11-25,Chicken (Farm Gate Rate),Poultry & Meat,kg,409.0,False
2024-12-02,Chicken (Farm Gate Rate),Poultry & Meat,kg,411.0,False
2024-12-09,Chicken (Farm Gate Rate),Poultry & Meat,kg,410.0,False
2024-12-16,Chicken (Farm Gate Rate),Poultry & Meat,kg,392.0,False
2024-12-23,Chicken (Farm Gate Rate),Poultry & Meat,kg,414.0,False
2024-12-30,Chicken (Farm Gate Rate),Poultry & Meat,kg,529.0,False
2025-01-06,Chicken (Farm Gate Rate),Poultry & Meat,kg,832.0,True
2025-01-13,Chicken (Farm Gate Rate),Poultry & Meat,kg,851.0,True
2025-01-20,Chicken (Farm Gate Rate),Poultry & Meat,kg,888.0,True
2025-01-27,Chicken (Farm Gate Rate),Poultry & Meat,kg,798.0,True
2025-02-03,Chicken (Farm Gate Rate),Poultry & Meat,kg,723.0,True
2025-02-10,Chicken (Farm Gate Rate),Poultry & Meat,kg,465.0,True
2025-02-17,Chicken (Farm Gate Rate),Poultry & Meat,kg,518.0,False
2025-02-24,Chicken (Farm Gate Rate),Poultry & Meat,kg,459.0,False
2025-03-03,Chicken (Farm Gate Rate),Poultry & Meat,kg,499.0,False
2025-03-10,Chicken (Farm Gate Rate),Poultry & Meat,kg,567.0,False
2025-03-17,Chicken (Farm Gate Rate),Poultry & Meat,kg,520.0,False
2025-03-24,Chicken (Farm Gate Rate),Poultry & Meat,kg,622.0,False
2025-03-31,Chicken (Farm Gate Rate),Poultry & Meat,kg,490.0,False
2025-04-07,Chicken (Farm Gate Rate),Poultry & Meat,kg,467.0,False
2025-04-14,Chicken (Farm Gate Rate),Poultry & Meat,kg,455.0,False
2025-04-21,Chicken (Farm Gate Rate),Poultry & Meat,kg,475.0,False
2025-04-28,Chicken (Farm Gate Rate),Poultry & Meat,kg,576.0,False
2025-05-05,Chicken (Farm Gate Rate),Poultry & Meat,kg,654.0,False
2025-05-12,Chicken (Farm Gate Rate),Poultry & Meat,kg,545.0,False
2025-05-19,Chicken (Farm Gate Rate),Poultry & Meat,kg,471.0,False
2025-05-26,Chicken (Farm Gate Rate),Poultry & Meat,kg,472.0,False
2025-06-02,Chicken (Farm Gate Rate),Poultry & Meat,kg,480.0,False
2025-06-09,Chicken (Farm Gate Rate),Poultry & Meat,kg,483.0,False
2025-06-16,Chicken (Farm Gate Rate),Poultry & Meat,kg,483.0,False
2025-06-23,Chicken (Farm Gate Rate),Poultry & Meat,kg,514.0,False
2025-06-30,Chicken (Farm Gate Rate),Poultry & Meat,kg,524.0,False
2025-07-07,Chicken (Farm Gate Rate),Poultry & Meat,kg,469.0,False
2025-07-14,Chicken (Farm Gate Rate),Poultry & Meat,kg,449.0,False
2025-07-21,Chicken (Farm Gate Rate),Poultry & Meat,kg,488.0,False
2025-07-28,Chicken (Farm Gate Rate),Poultry & Meat,kg,488.0,False
2025-08-04,Chicken (Farm Gate Rate),Poultry & Meat,kg,479.0,False
2025-08-11,Chicken (Farm Gate Rate),Poultry & Meat,kg,415.0,False
2025-08-18,Chicken (Farm Gate Rate),Poultry & Meat,kg,493.0,False
2025-08-25,Chicken (Farm Gate Rate),Poultry & Meat,kg,741.0,True
2025-09-01,Chicken (Farm Gate Rate),Poultry & Meat,kg,1481.0,True
2025-09-08,Chicken (Farm Gate Rate),Poultry & Meat,kg,1272.0,True
2025-09-15,Chicken (Farm Gate Rate),Poultry & Meat,kg,1190.0,True
2025-09-22,Chicken (Farm Gate Rate),Poultry & Meat,kg,651.0,True
2025-09-29,Chicken (Farm Gate Rate),Poultry & Meat,kg,361.0,True
2025-10-06,Chicken (Farm Gate Rate),Poultry & Meat,kg,362.0,False
2025-10-13,Chicken (Farm Gate Rate),Poultry & Meat,kg,492.0,False
2025-10-20,Chicken (Farm Gate Rate),Poultry & Meat,kg,381.0,False
2025-10-27,Chicken (Farm Gate Rate),Poultry & Meat,kg,454.0,False
2025-11-03,Chicken (Farm Gate Rate),Poultry & Meat,kg,504.0,False
2025-11-10,Chicken (Farm Gate Rate),Poultry & Meat,kg,395.0,False
2025-11-17,Chicken (Farm Gate Rate),Poultry & Meat,kg,549.0,False
2025-11-24,Chicken (Farm Gate Rate),Poultry & Meat,kg,432.0,False
2025-12-01,Chicken (Farm Gate Rate),Poultry & Meat,kg,429.0,False
2025-12-08,Chicken (Farm Gate Rate),Poultry & Meat,kg,462.0,False
2025-12-15,Chicken (Farm Gate Rate),Poultry & Meat,kg,507.0,False
2025-12-22,Chicken (Farm Gate Rate),Poultry & Meat,kg,500.0,False
2025-12-29,Chicken (Farm Gate Rate),Poultry & Meat,kg,515.0,False
2026-01-05,Chicken (Farm Gate Rate),Poultry & Meat,kg,457.0,False
2026-01-12,Chicken (Farm Gate Rate),Poultry & Meat,kg,505.0,False
2026-01-19,Chicken (Farm Gate Rate),Poultry & Meat,kg,534.0,False
2026-01-26,Chicken (Farm Gate Rate),Poultry & Meat,kg,538.0,False
2026-02-02,Chicken (Farm Gate Rate),Poultry & Meat,kg,558.0,False
2026-02-09,Chicken (Farm Gate Rate),Poultry & Meat,kg,554.0,False
2026-02-16,Chicken (Farm Gate Rate),Poultry & Meat,kg,527.0,False
2026-02-23,Chicken (Farm Gate Rate),Poultry & Meat,kg,604.0,False
2026-03-02,Chicken (Farm Gate Rate),Poultry & Meat,kg,622.0,False
2026-03-09,Chicken (Farm Gate Rate),Poultry & Meat,kg,577.0,False
2026-03-16,Chicken (Farm Gate Rate),Poultry & Meat,kg,589.0,False
2026-03-23,Chicken (Farm Gate Rate),Poultry & Meat,kg,623.0,False
2026-03-30,Chicken (Farm Gate Rate),Poultry & Meat,kg,688.0,False
2026-04-06,Chicken (Farm Gate Rate),Poultry & Meat,kg,563.0,False
2026-04-13,Chicken (Farm Gate Rate),Poultry & Meat,kg,547.0,False
2026-04-20,Chicken (Farm Gate Rate),Poultry & Meat,kg,604.0,False
2026-04-27,Chicken (Farm Gate Rate),Poultry & Meat,kg,623.0,False
2026-05-04,Chicken (Farm Gate Rate),Poultry & Meat,kg,732.0,False
2026-05-11,Chicken (Farm Gate Rate),Poultry & Meat,kg,573.0,False
2026-05-18,Chicken (Farm Gate Rate),Poultry & Meat,kg,592.0,False
2026-05-25,Chicken (Farm Gate Rate),Poultry & Meat,kg,548.0,False
2026-06-01,Chicken (Farm Gate Rate),Poultry & Meat,kg,662.0,False
2026-06-08,Chicken (Farm Gate Rate),Poultry & Meat,kg,513.0,False
2026-06-15,Chicken (Farm Gate Rate),Poultry & Meat,kg,638.0,False
2026-06-22,Chicken (Farm Gate Rate),Poultry & Meat,kg,660.0,False
2026-06-29,Chicken (Farm Gate Rate),Poultry & Meat,kg,517.0,False
2026-07-06,Chicken (Farm Gate Rate),Poultry & Meat,kg,532.0,False
2026-07-13,Chicken (Farm Gate Rate),Poultry & Meat,kg,544.0,False
2026-07-20,Chicken (Farm Gate Rate),Poultry & Meat,kg,553.0,False
2026-07-27,Chicken (Farm Gate Rate),Poultry & Meat,kg,527.0,False
2026-08-03,Chicken (Farm Gate Rate),Poultry & Meat,kg,599.0,False
2023-08-14,Chicken (Processed Rate),Poultry & Meat,kg,318.0,False
2023-08-21,Chicken (Processed Rate),Poultry & Meat,kg,466.0,False
2023-08-28,Chicken (Processed Rate),Poultry & Meat,kg,411.0,False
2023-09-04,Chicken (Processed Rate),Poultry & Meat,kg,396.0,False
2023-09-11,Chicken (Processed Rate),Poultry & Meat,kg,395.0,False
2023-09-18,Chicken (Processed Rate),Poultry & Meat,kg,388.0,False
2023-09-25,Chicken (Processed Rate),Poultry & Meat,kg,406.0,False
2023-10-02,Chicken (Processed Rate),Poultry & Meat,kg,431.0,False
2023-10-09,Chicken (Processed Rate),Poultry & Meat,kg,334.0,False
2023-10-16,Chicken (Processed Rate),Poultry & Meat,kg,408.0,False
2023-10-23,Chicken (Processed Rate),Poultry & Meat,kg,389.0,False
2023-10-30,Chicken (Processed Rate),Poultry & Meat,kg,441.0,False
2023-11-06,Chicken (Processed Rate),Poultry & Meat,kg,385.0,False
2023-11-13,Chicken (Processed Rate),Poultry & Meat,kg,423.0,False
2023-11-20,Chicken (Processed Rate),Poultry & Meat,kg,370.0,False
2023-11-27,Chicken (Processed Rate),Poultry & Meat,kg,407.0,False
2023-12-04,Chicken (Processed Rate),Poultry & Meat,kg,422.0,False
2023-12-11,Chicken (Processed Rate),Poultry & Meat,kg,473.0,False
2023-12-18,Chicken (Processed Rate),Poultry & Meat,kg,441.0,False
2023-12-25,Chicken (Processed Rate),Poultry & Meat,kg,426.0,False
2024-01-01,Chicken (Processed Rate),Poultry & Meat,kg,494.0,False
2024-01-08,Chicken (Processed Rate),Poultry & Meat,kg,476.0,False
2024-01-15,Chicken (Processed Rate),Poultry & Meat,kg,462.0,False
2024-01-22,Chicken (Processed Rate),Poultry & Meat,kg,480.0,False
2024-01-29,Chicken (Processed Rate),Poultry & Meat,kg,557.0,False
2024-02-05,Chicken (Processed Rate),Poultry & Meat,kg,518.0,False
2024-02-12,Chicken (Processed Rate),Poultry & Meat,kg,453.0,False
2024-02-19,Chicken (Processed Rate),Poultry & Meat,kg,561.0,False
2024-02-26,Chicken (Processed Rate),Poultry & Meat,kg,543.0,False
2024-03-04,Chicken (Processed Rate),Poultry & Meat,kg,608.0,False
2024-03-11,Chicken (Processed Rate),Poultry & Meat,kg,550.0,False
2024-03-18,Chicken (Processed Rate),Poultry & Meat,kg,591.0,False
2024-03-25,Chicken (Processed Rate),Poultry & Meat,kg,525.0,False
2024-04-01,Chicken (Processed Rate),Poultry & Meat,kg,575.0,False
2024-04-08,Chicken (Processed Rate),Poultry & Meat,kg,507.0,False
2024-04-15,Chicken (Processed Rate),Poultry & Meat,kg,619.0,False
2024-04-22,Chicken (Processed Rate),Poultry & Meat,kg,597.0,False
2024-04-29,Chicken (Processed Rate),Poultry & Meat,kg,602.0,False
2024-05-06,Chicken (Processed Rate),Poultry & Meat,kg,631.0,False
2024-05-13,Chicken (Processed Rate),Poultry & Meat,kg,478.0,False
2024-05-20,Chicken (Processed Rate),Poultry & Meat,kg,627.0,False
2024-05-27,Chicken (Processed Rate),Poultry & Meat,kg,574.0,False
2024-06-03,Chicken (Processed Rate),Poultry & Meat,kg,639.0,False
2024-06-10,Chicken (Processed Rate),Poultry & Meat,kg,549.0,False
2024-06-17,Chicken (Processed Rate),Poultry & Meat,kg,521.0,False
2024-06-24,Chicken (Processed Rate),Poultry & Meat,kg,550.0,False
2024-07-01,Chicken (Processed Rate),Poultry & Meat,kg,555.0,False
2024-07-08,Chicken (Processed Rate),Poultry & Meat,kg,532.0,False
2024-07-15,Chicken (Processed Rate),Poultry & Meat,kg,583.0,False
2024-07-22,Chicken (Processed Rate),Poultry & Meat,kg,498.0,False
2024-07-29,Chicken (Processed Rate),Poultry & Meat,kg,535.0,False
2024-08-05,Chicken (Processed Rate),Poultry & Meat,kg,508.0,False
2024-08-12,Chicken (Processed Rate),Poultry & Meat,kg,499.0,False
2024-08-19,Chicken (Processed Rate),Poultry & Meat,kg,431.0,False
2024-08-26,Chicken (Processed Rate),Poultry & Meat,kg,542.0,False
2024-09-02,Chicken (Processed Rate),Poultry & Meat,kg,521.0,False
2024-09-09,Chicken (Processed Rate),Poultry & Meat,kg,444.0,False
2024-09-16,Chicken (Processed Rate),Poultry & Meat,kg,424.0,False
2024-09-23,Chicken (Processed Rate),Poultry & Meat,kg,426.0,False
2024-09-30,Chicken (Processed Rate),Poultry & Meat,kg,422.0,False
2024-10-07,Chicken (Processed Rate),Poultry & Meat,kg,448.0,False
2024-10-14,Chicken (Processed Rate),Poultry & Meat,kg,355.0,False
2024-10-21,Chicken (Processed Rate),Poultry & Meat,kg,515.0,False
2024-10-28,Chicken (Processed Rate),Poultry & Meat,kg,453.0,False
2024-11-04,Chicken (Processed Rate),Poultry & Meat,kg,532.0,False
2024-11-11,Chicken (Processed Rate),Poultry & Meat,kg,517.0,False
2024-11-18,Chicken (Processed Rate),Poultry & Meat,kg,471.0,False
2024-11-25,Chicken (Processed Rate),Poultry & Meat,kg,543.0,False
2024-12-02,Chicken (Processed Rate),Poultry & Meat,kg,538.0,False
2024-12-09,Chicken (Processed Rate),Poultry & Meat,kg,454.0,False
2024-12-16,Chicken (Processed Rate),Poultry & Meat,kg,558.0,False
2024-12-23,Chicken (Processed Rate),Poultry & Meat,kg,519.0,False
2024-12-30,Chicken (Processed Rate),Poultry & Meat,kg,583.0,False
2025-01-06,Chicken (Processed Rate),Poultry & Meat,kg,534.0,False
2025-01-13,Chicken (Processed Rate),Poultry & Meat,kg,679.0,False
2025-01-20,Chicken (Processed Rate),Poultry & Meat,kg,542.0,False
2025-01-27,Chicken (Processed Rate),Poultry & Meat,kg,574.0,False
2025-02-03,Chicken (Processed Rate),Poultry & Meat,kg,520.0,False
2025-02-10,Chicken (Processed Rate),Poultry & Meat,kg,673.0,False
2025-02-17,Chicken (Processed Rate),Poultry & Meat,kg,551.0,False
2025-02-24,Chicken (Processed Rate),Poultry & Meat,kg,567.0,False
2025-03-03,Chicken (Processed Rate),Poultry & Meat,kg,625.0,False
2025-03-10,Chicken (Processed Rate),Poultry & Meat,kg,698.0,False
2025-03-17,Chicken (Processed Rate),Poultry & Meat,kg,673.0,False
2025-03-24,Chicken (Processed Rate),Poultry & Meat,kg,705.0,False
2025-03-31,Chicken (Processed Rate),Poultry & Meat,kg,663.0,False
2025-04-07,Chicken (Processed Rate),Poultry & Meat,kg,684.0,False
2025-04-14,Chicken (Processed Rate),Poultry & Meat,kg,757.0,False
2025-04-21,Chicken (Processed Rate),Poultry & Meat,kg,723.0,False
2025-04-28,Chicken (Processed Rate),Poultry & Meat,kg,684.0,False
2025-05-05,Chicken (Processed Rate),Poultry & Meat,kg,629.0,False
2025-05-12,Chicken (Processed Rate),Poultry & Meat,kg,717.0,False
2025-05-19,Chicken (Processed Rate),Poultry & Meat,kg,657.0,False
2025-05-26,Chicken (Processed Rate),Poultry & Meat,kg,592.0,False
2025-06-02,Chicken (Processed Rate),Poultry & Meat,kg,757.0,False
2025-06-09,Chicken (Processed Rate),Poultry & Meat,kg,689.0,False
2025-06-16,Chicken (Processed Rate),Poultry & Meat,kg,697.0,False
2025-06-23,Chicken (Processed Rate),Poultry & Meat,kg,660.0,False
2025-06-30,Chicken (Processed Rate),Poultry & Meat,kg,652.0,False
2025-07-07,Chicken (Processed Rate),Poultry & Meat,kg,640.0,False
2025-07-14,Chicken (Processed Rate),Poultry & Meat,kg,614.0,False
2025-07-21,Chicken (Processed Rate),Poultry & Meat,kg,572.0,False
2025-07-28,Chicken (Processed Rate),Poultry & Meat,kg,671.0,False
2025-08-04,Chicken (Processed Rate),Poultry & Meat,kg,593.0,False
2025-08-11,Chicken (Processed Rate),Poultry & Meat,kg,575.0,False
2025-08-18,Chicken (Processed Rate),Poultry & Meat,kg,579.0,False
2025-08-25,Chicken (Processed Rate),Poultry & Meat,kg,562.0,False
2025-09-01,Chicken (Processed Rate),Poultry & Meat,kg,599.0,False
2025-09-08,Chicken (Processed Rate),Poultry & Meat,kg,574.0,False
2025-09-15,Chicken (Processed Rate),Poultry & Meat,kg,529.0,False
2025-09-22,Chicken (Processed Rate),Poultry & Meat,kg,439.0,False
2025-09-29,Chicken (Processed Rate),Poultry & Meat,kg,596.0,False
2025-10-06,Chicken (Processed Rate),Poultry & Meat,kg,555.0,False
2025-10-13,Chicken (Processed Rate),Poultry & Meat,kg,572.0,False
2025-10-20,Chicken (Processed Rate),Poultry & Meat,kg,552.0,False
2025-10-27,Chicken (Processed Rate),Poultry & Meat,kg,546.0,False
2025-11-03,Chicken (Processed Rate),Poultry & Meat,kg,574.0,False
2025-11-10,Chicken (Processed Rate),Poultry & Meat,kg,620.0,False
2025-11-17,Chicken (Processed Rate),Poultry & Meat,kg,562.0,False
2025-11-24,Chicken (Processed Rate),Poultry & Meat,kg,588.0,False
2025-12-01,Chicken (Processed Rate),Poultry & Meat,kg,558.0,False
2025-12-08,Chicken (Processed Rate),Poultry & Meat,kg,571.0,False
2025-12-15,Chicken (Processed Rate),Poultry & Meat,kg,671.0,False
2025-12-22,Chicken (Processed Rate),Poultry & Meat,kg,638.0,False
2025-12-29,Chicken (Processed Rate),Poultry & Meat,kg,646.0,False
2026-01-05,Chicken (Processed Rate),Poultry & Meat,kg,624.0,False
2026-01-12,Chicken (Processed Rate),Poultry & Meat,kg,702.0,False
2026-01-19,Chicken (Processed Rate),Poultry & Meat,kg,643.0,False
2026-01-26,Chicken (Processed Rate),Poultry & Meat,kg,804.0,False
2026-02-02,Chicken (Processed Rate),Poultry & Meat,kg,710.0,False
2026-02-09,Chicken (Processed Rate),Poultry & Meat,kg,711.0,False
2026-02-16,Chicken (Processed Rate),Poultry & Meat,kg,665.0,False
2026-02-23,Chicken (Processed Rate),Poultry & Meat,kg,730.0,False
2026-03-02,Chicken (Processed Rate),Poultry & Meat,kg,858.0,False
2026-03-09,Chicken (Processed Rate),Poultry & Meat,kg,888.0,False
2026-03-16,Chicken (Processed Rate),Poultry & Meat,kg,921.0,False
2026-03-23,Chicken (Processed Rate),Poultry & Meat,kg,759.0,False
2026-03-30,Chicken (Processed Rate),Poultry & Meat,kg,761.0,False
2026-04-06,Chicken (Processed Rate),Poultry & Meat,kg,712.0,False
2026-04-13,Chicken (Processed Rate),Poultry & Meat,kg,742.0,False
2026-04-20,Chicken (Processed Rate),Poultry & Meat,kg,714.0,False
2026-04-27,Chicken (Processed Rate),Poultry & Meat,kg,782.0,False
2026-05-04,Chicken (Processed Rate),Poultry & Meat,kg,862.0,False
2026-05-11,Chicken (Processed Rate),Poultry & Meat,kg,692.0,False
2026-05-18,Chicken (Processed Rate),Poultry & Meat,kg,753.0,False
2026-05-25,Chicken (Processed Rate),Poultry & Meat,kg,834.0,False
2026-06-01,Chicken (Processed Rate),Poultry & Meat,kg,770.0,False
2026-06-08,Chicken (Processed Rate),Poultry & Meat,kg,743.0,False
2026-06-15,Chicken (Processed Rate),Poultry & Meat,kg,773.0,False
2026-06-22,Chicken (Processed Rate),Poultry & Meat,kg,769.0,False
2026-06-29,Chicken (Processed Rate),Poultry & Meat,kg,700.0,False
2026-07-06,Chicken (Processed Rate),Poultry & Meat,kg,760.0,False
2026-07-13,Chicken (Processed Rate),Poultry & Meat,kg,679.0,False
2026-07-20,Chicken (Processed Rate),Poultry & Meat,kg,713.0,False
2026-07-27,Chicken (Processed Rate),Poultry & Meat,kg,655.0,False
2026-08-03,Chicken (Processed Rate),Poultry & Meat,kg,658.0,False
2023-08-14,Cucumber,Vegetables,kg,71.0,False
2023-08-21,Cucumber,Vegetables,kg,84.0,False
2023-08-28,Cucumber,Vegetables,kg,81.0,False
2023-09-04,Cucumber,Vegetables,kg,76.0,False
2023-09-11,Cucumber,Vegetables,kg,63.0,False
2023-09-18,Cucumber,Vegetables,kg,66.0,False
2023-09-25,Cucumber,Vegetables,kg,62.0,False
2023-10-02,Cucumber,Vegetables,kg,67.0,False
2023-10-09,Cucumber,Vegetables,kg,61.0,False
2023-10-16,Cucumber,Vegetables,kg,63.0,False
2023-10-23,Cucumber,Vegetables,kg,61.0,False
2023-10-30,Cucumber,Vegetables,kg,54.0,False
2023-11-06,Cucumber,Vegetables,kg,54.0,False
2023-11-13,Cucumber,Vegetables,kg,55.0,False
2023-11-20,Cucumber,Vegetables,kg,67.0,False
2023-11-27,Cucumber,Vegetables,kg,51.0,False
2023-12-04,Cucumber,Vegetables,kg,69.0,False
2023-12-11,Cucumber,Vegetables,kg,51.0,False
2023-12-18,Cucumber,Vegetables,kg,61.0,False
2023-12-25,Cucumber,Vegetables,kg,49.0,False
2024-01-01,Cucumber,Vegetables,kg,57.0,False
2024-01-08,Cucumber,Vegetables,kg,53.0,False
2024-01-15,Cucumber,Vegetables,kg,63.0,False
2024-01-22,Cucumber,Vegetables,kg,63.0,False
2024-01-29,Cucumber,Vegetables,kg,66.0,False
2024-02-05,Cucumber,Vegetables,kg,66.0,False
2024-02-12,Cucumber,Vegetables,kg,65.0,False
2024-02-19,Cucumber,Vegetables,kg,66.0,False
2024-02-26,Cucumber,Vegetables,kg,74.0,False
2024-03-04,Cucumber,Vegetables,kg,76.0,False
